timestamp,lat,lon,alt,gspeed,vspeed,track,squawk,callsign,source
2025-04-06T05:17:07Z,33.43441,-111.9988,0,0,0,272,0,,ADSB
2025-04-06T05:31:43Z,33.43439,-111.9986,0,3,0,292,0746,SWA4012,ADSB
2025-04-06T05:32:03Z,33.4343,-111.99834,0,2,0,219,0746,SWA4012,ADSB
2025-04-06T05:33:59Z,33.43401,-111.99823,0,0,0,185,0746,SWA4012,FAA
2025-04-06T05:34:09Z,33.43374,-111.99825,0,0,0,180,0746,SWA4012,ADSB
2025-04-06T05:34:18Z,33.43346,-111.99825,0,7,0,180,0746,SWA4012,ADSB
2025-04-06T05:34:45Z,33.43317,-111.99825,0,6,0,177,0746,SWA4012,ADSB
2025-04-06T05:34:52Z,33.43293,-111.99818,0,9,0,165,0746,SWA4012,ADSB
2025-04-06T05:34:58Z,33.43265,-111.99811,0,10,0,165,0746,SWA4012,ADSB
2025-04-06T05:35:03Z,33.43244,-111.9981,0,10,0,188,0746,SWA4012,ADSB
2025-04-06T05:35:11Z,33.43221,-111.99835,0,8,0,236,0746,SWA4012,ADSB
2025-04-06T05:35:18Z,33.43214,-111.99868,0,10,0,264,0746,SWA4012,ADSB
2025-04-06T05:35:23Z,33.43214,-111.99892,0,11,0,267,0746,SWA4012,ADSB
2025-04-06T05:35:26Z,33.43213,-111.99918,0,13,0,270,0746,SWA4012,ADSB
2025-04-06T05:35:30Z,33.43214,-111.9995,0,14,0,270,0746,SWA4012,ADSB
2025-04-06T05:35:33Z,33.43214,-111.99973,0,15,0,270,0746,SWA4012,ADSB
2025-04-06T05:35:35Z,33.43214,-111.99995,0,15,0,270,0746,SWA4012,ADSB
2025-04-06T05:35:38Z,33.43214,-112.00016,0,16,0,270,0746,SWA4012,ADSB
2025-04-06T05:35:42Z,33.43214,-112.00057,0,16,0,270,0746,SWA4012,ADSB
2025-04-06T05:35:45Z,33.43214,-112.00086,0,16,0,270,0746,SWA4012,ADSB
2025-04-06T05:35:52Z,33.43214,-112.00146,0,16,0,270,0746,SWA4012,ADSB
2025-04-06T05:36:00Z,33.43214,-112.0022,0,18,0,270,0746,SWA4012,ADSB
2025-04-06T05:36:07Z,33.43214,-112.00294,0,19,0,270,0746,SWA4012,ADSB
2025-04-06T05:36:14Z,33.43214,-112.00376,0,20,0,270,0746,SWA4012,ADSB
2025-04-06T05:36:21Z,33.43214,-112.00459,0,21,0,270,0746,SWA4012,ADSB
2025-04-06T05:36:33Z,33.43216,-112.00598,0,21,0,274,0746,SWA4012,FAA
2025-04-06T05:36:36Z,33.43212,-112.00635,0,21,0,262,0746,SWA4012,FAA
2025-04-06T05:36:39Z,33.43218,-112.00673,0,22,0,276,0746,SWA4012,FAA
2025-04-06T05:36:48Z,33.43214,-112.00787,0,22,0,270,0746,SWA4012,ADSB
2025-04-06T05:36:54Z,33.43214,-112.00862,0,23,0,270,0746,SWA4012,ADSB
2025-04-06T05:37:02Z,33.43214,-112.00954,0,23,0,270,0746,SWA4012,ADSB
2025-04-06T05:37:10Z,33.43214,-112.01078,0,23,0,270,0746,SWA4012,ADSB
2025-04-06T05:37:18Z,33.43215,-112.01169,0,23,0,270,0746,SWA4012,ADSB
2025-04-06T05:37:23Z,33.43212,-112.01234,0,23,0,260,0746,SWA4012,FAA
2025-04-06T05:37:30Z,33.43215,-112.01322,0,23,0,270,0746,SWA4012,ADSB
2025-04-06T05:37:37Z,33.43215,-112.01402,0,23,0,270,0746,SWA4012,ADSB
2025-04-06T05:37:46Z,33.43215,-112.01502,0,23,0,270,0746,SWA4012,ADSB
2025-04-06T05:37:48Z,33.43215,-112.01557,0,23,0,270,0746,SWA4012,ADSB
2025-04-06T05:37:49Z,33.43215,-112.01578,0,23,0,270,0746,SWA4012,ADSB
2025-04-06T05:37:59Z,33.43215,-112.01707,0,23,0,270,0746,SWA4012,ADSB
2025-04-06T05:38:06Z,33.43215,-112.01784,0,23,0,270,0746,SWA4012,ADSB
2025-04-06T05:38:14Z,33.43215,-112.01885,0,22,0,270,0746,SWA4012,ADSB
2025-04-06T05:38:21Z,33.43215,-112.01987,0,22,0,270,0746,SWA4012,ADSB
2025-04-06T05:38:29Z,33.43215,-112.02083,0,23,0,270,0746,SWA4012,ADSB
2025-04-06T05:38:36Z,33.43216,-112.0217,0,24,0,270,0746,SWA4012,ADSB
2025-04-06T05:38:43Z,33.43215,-112.02275,0,24,0,270,0746,SWA4012,ADSB
2025-04-06T05:38:50Z,33.43215,-112.02374,0,24,0,270,0746,SWA4012,ADSB
2025-04-06T05:38:57Z,33.43216,-112.02463,0,22,0,270,0746,SWA4012,ADSB
2025-04-06T05:39:05Z,33.43216,-112.02536,0,16,0,270,0746,SWA4012,ADSB
2025-04-06T05:39:12Z,33.43216,-112.02606,0,16,0,270,0746,SWA4012,ADSB
