timestamp,lat,lon,alt,gspeed,vspeed,track,squawk,callsign,source
2025-04-04T11:43:30Z,37.46416,126.43008,0,0,0,157,0,KAL011,ADSB
2025-04-04T11:48:31Z,37.46307,126.43073,0,8,0,157,0,KAL011,ADSB
2025-04-04T11:51:03Z,37.458,126.43291,0,9,0,143,4320,KAL011,ADSB
2025-04-04T11:51:58Z,37.45537,126.43526,0,0,0,143,4320,KAL011,ADSB
2025-04-04T11:52:07Z,37.45483,126.43573,0,16,0,143,4320,KAL011,ADSB
2025-04-04T11:52:23Z,37.45379,126.43667,0,17,0,143,4320,KAL011,ADSB
2025-04-04T12:00:38Z,37.49992,126.3752,1500,183,1408,306,4320,KAL011,ADSB
2025-04-04T12:00:47Z,37.5032,126.36761,1700,180,1856,290,4320,KAL011,ADSB
2025-04-04T12:00:49Z,37.50369,126.36564,1775,179,1984,285,4320,KAL011,ADSB
2025-04-04T12:00:51Z,37.5043,126.36272,1850,178,1984,283,4320,KAL011,ADSB
2025-04-04T12:00:53Z,37.50453,126.36077,1925,176,1984,278,4320,KAL011,ADSB
2025-04-04T12:00:55Z,37.50467,126.35884,2000,176,1920,275,4320,KAL011,ADSB
2025-04-04T12:00:57Z,37.50481,126.35668,2050,176,1920,272,4320,KAL011,ADSB
2025-04-04T12:01:07Z,37.50504,126.34605,2375,177,1664,271,4320,KAL011,ADSB
2025-04-04T12:01:10Z,37.50508,126.34447,2400,178,1728,271,4320,KAL011,ADSB
2025-04-04T12:01:12Z,37.50509,126.342,2475,178,1856,271,4320,KAL011,ADSB
2025-04-04T12:01:14Z,37.50517,126.33868,2575,178,2048,271,4320,KAL011,ADSB
2025-04-04T12:01:18Z,37.50523,126.33561,2675,177,2176,271,4320,KAL011,ADSB
2025-04-04T12:01:20Z,37.50528,126.33346,2750,176,2176,271,4320,KAL011,ADSB
2025-04-04T12:01:22Z,37.50532,126.33137,2825,176,2112,270,4320,KAL011,ADSB
2025-04-04T12:01:24Z,37.50532,126.32862,2925,176,1856,270,4320,KAL011,ADSB
2025-04-04T12:01:39Z,37.50546,126.31239,3200,190,640,270,4320,KAL011,ADSB
2025-04-04T12:01:48Z,37.50554,126.30303,3300,197,768,270,4320,KAL011,ADSB
2025-04-04T12:01:54Z,37.50565,126.29488,3375,210,768,271,4320,KAL011,ADSB
2025-04-04T12:02:02Z,37.50577,126.28901,3425,216,896,271,4320,KAL011,ADSB
2025-04-04T12:02:11Z,37.50609,126.27335,3650,230,1344,271,4320,KAL011,ADSB
2025-04-04T12:02:19Z,37.5063,126.26253,3875,238,1408,271,4320,KAL011,ADSB
2025-04-04T12:02:28Z,37.50659,126.25003,4025,248,768,271,4320,KAL011,ADSB
2025-04-04T12:02:36Z,37.50667,126.24622,4075,253,768,271,4320,KAL011,ADSB
2025-04-04T12:02:45Z,37.507,126.22514,4275,273,1280,271,4320,KAL011,ADSB
2025-04-04T12:02:56Z,37.50616,126.20598,4650,279,2112,263,4320,KAL011,ADSB
2025-04-04T12:03:00Z,37.50458,126.19923,4800,280,2112,263,4320,KAL011,ADSB
2025-04-04T12:03:11Z,37.4978,126.18505,5400,275,3712,232,4320,KAL011,ADSB
2025-04-04T12:03:13Z,37.49578,126.18216,5550,274,3520,228,4320,KAL011,ADSB
2025-04-04T12:03:19Z,37.4908,126.17622,5850,275,2944,221,4320,KAL011,ADSB
2025-04-04T12:03:22Z,37.48726,126.17297,6025,278,2688,214,4320,KAL011,ADSB
2025-04-04T12:03:24Z,37.48498,126.17117,6100,279,2496,213,4320,KAL011,ADSB
2025-04-04T12:03:26Z,37.48329,126.16998,6150,281,2496,207,4320,KAL011,ADSB
2025-04-04T12:03:28Z,37.48032,126.16822,6275,281,2688,204,4320,KAL011,ADSB
2025-04-04T12:03:31Z,37.47739,126.16676,6375,283,3008,201,4320,KAL011,ADSB
2025-04-04T12:03:33Z,37.4759,126.16604,6450,283,3264,200,4320,KAL011,ADSB
2025-04-04T12:03:36Z,37.47171,126.16418,6650,284,3264,199,4320,KAL011,ADSB
2025-04-04T12:03:43Z,37.46251,126.16016,7050,284,3712,199,4320,KAL011,ADSB
2025-04-04T12:03:45Z,37.4594,126.15881,7200,282,3968,199,4320,KAL011,ADSB
2025-04-04T12:03:47Z,37.4572,126.15781,7325,281,3968,199,4320,KAL011,ADSB
2025-04-04T12:03:49Z,37.45459,126.15665,7475,281,3776,199,4320,KAL011,ADSB
2025-04-04T12:03:51Z,37.45193,126.15547,7600,281,3456,199,4320,KAL011,ADSB
2025-04-04T12:03:54Z,37.44946,126.15434,7725,282,3264,199,4320,KAL011,ADSB
2025-04-04T12:04:06Z,37.43303,126.14819,8325,288,2432,192,4320,KAL011,ADSB
2025-04-04T12:04:08Z,37.43019,126.14764,8400,291,2432,188,4320,KAL011,ADSB
2025-04-04T12:04:10Z,37.42749,126.1473,8475,294,2496,184,4320,KAL011,ADSB
2025-04-04T12:04:12Z,37.42447,126.14718,8575,296,2624,181,4320,KAL011,ADSB
2025-04-04T12:04:15Z,37.42171,126.14729,8675,297,2816,178,4320,KAL011,ADSB
2025-04-04T12:04:17Z,37.41925,126.14753,8750,299,2944,175,4320,KAL011,ADSB
2025-04-04T12:04:19Z,37.41608,126.14806,8875,299,3008,171,4320,KAL011,ADSB
2025-04-04T12:04:21Z,37.4132,126.14878,8975,301,3072,169,4320,KAL011,ADSB
2025-04-04T12:04:23Z,37.4105,126.14962,9075,302,3072,166,4320,KAL011,ADSB
2025-04-04T12:04:25Z,37.40781,126.15063,9175,303,3008,163,4320,KAL011,ADSB
2025-04-04T12:04:27Z,37.40446,126.15215,9300,305,2944,160,4320,KAL011,ADSB
2025-04-04T12:04:29Z,37.4016,126.15368,9400,306,2880,156,4320,KAL011,ADSB
2025-04-04T12:04:31Z,37.39979,126.15475,9475,308,2816,153,4320,KAL011,ADSB
2025-04-04T12:04:33Z,37.39627,126.15717,9600,310,2752,150,4320,KAL011,ADSB
2025-04-04T12:04:36Z,37.39383,126.15911,9700,311,2752,147,4320,KAL011,ADSB
2025-04-04T12:04:38Z,37.3915,126.1612,9800,312,2752,144,4320,KAL011,ADSB
2025-04-04T12:04:40Z,37.38876,126.16396,9900,314,2752,140,4320,KAL011,ADSB
2025-04-04T12:04:42Z,37.38606,126.16705,10025,315,2688,138,4320,KAL011,ADSB
2025-04-04T12:04:44Z,37.38432,126.16927,10100,318,2688,134,4320,KAL011,ADSB
2025-04-04T12:04:47Z,37.38182,126.17266,10225,319,2624,132,4320,KAL011,ADSB
2025-04-04T12:04:49Z,37.37973,126.17559,10300,320,2432,131,4320,KAL011,ADSB
2025-04-04T12:04:51Z,37.37787,126.17827,10400,322,2176,130,4320,KAL011,ADSB
2025-04-04T12:04:53Z,37.37572,126.18144,10450,324,1792,130,4320,KAL011,ADSB
2025-04-04T12:04:55Z,37.37357,126.18459,10525,326,1600,130,4320,KAL011,ADSB
2025-04-04T12:04:57Z,37.37149,126.18759,10575,328,1472,130,4320,KAL011,ADSB
2025-04-04T12:05:00Z,37.36931,126.19083,10625,331,1408,130,4320,KAL011,ADSB
2025-04-04T12:05:02Z,37.36729,126.19374,10675,333,1344,130,4320,KAL011,ADSB
2025-04-04T12:05:04Z,37.36473,126.19738,10725,335,1280,130,4320,KAL011,ADSB
2025-04-04T12:05:06Z,37.36311,126.19978,10750,338,1280,130,4320,KAL011,ADSB
2025-04-04T12:05:08Z,37.3605,126.20348,10800,340,1216,130,4320,KAL011,ADSB
2025-04-04T12:05:10Z,37.35851,126.20638,10850,344,1216,130,4320,KAL011,ADSB
2025-04-04T12:05:23Z,37.34467,126.22682,11075,360,960,128,4320,KAL011,ADSB
